ddocs fix updated 340 file(s)
message: Repair link in !INDEX-mass-renamed-again.md:15: developer-mass-renamed.md -> developer-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:16: documentation-policy-mass-renamed.md -> documentation-policy-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:17: documentation-procedure-mass-renamed.md -> documentation-procedure-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:18: notes-mass-renamed.md -> notes-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:24: agent/!INDEX-mass-renamed.md -> agent/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:25: data/!INDEX-mass-renamed.md -> data/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:26: devtools/!INDEX-mass-renamed.md -> devtools/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:27: domains/!INDEX-mass-renamed.md -> domains/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:28: limits/!INDEX-mass-renamed.md -> limits/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:29: observability/!INDEX-mass-renamed.md -> observability/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:30: planning/!INDEX-mass-renamed.md -> planning/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:31: protocol/!INDEX-mass-renamed.md -> protocol/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:32: services/!INDEX-mass-renamed.md -> services/!INDEX-mass-renamed-again.md
message: Repair link in !INDEX-mass-renamed-again.md:33: systems-design/!INDEX-mass-renamed.md -> systems-design/!INDEX-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:5: ../!INDEX-mass-renamed.md -> ../!INDEX-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:38: architecture-rules-mass-renamed.md -> architecture-rules-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:39: client-editing-mass-renamed.md -> client-editing-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:40: current-context-mass-renamed.md -> current-context-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:41: documentation-editing-mass-renamed.md -> documentation-editing-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:42: generated-files-mass-renamed.md -> generated-files-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:43: godot-editing-mass-renamed.md -> godot-editing-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:44: mcp-servers-mass-renamed.md -> mcp-servers-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:45: prompting-and-reporting-mass-renamed.md -> prompting-and-reporting-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:46: repo-hygiene-mass-renamed.md -> repo-hygiene-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:47: server-editing-mass-renamed.md -> server-editing-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:48: session-primer-mass-renamed.md -> session-primer-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:49: testing-mass-renamed.md -> testing-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:62: ../!INDEX-mass-renamed.md -> ../!INDEX-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:63: ../documentation-policy-mass-renamed.md -> ../documentation-policy-mass-renamed-again.md
message: Repair link in agent/!INDEX-mass-renamed-again.md:64: ../documentation-procedure-mass-renamed.md -> ../documentation-procedure-mass-renamed-again.md
message: Repair link in agent/architecture-rules-mass-renamed-again.md:2: ./!INDEX-mass-renamed.md -> ./!INDEX-mass-renamed-again.md
message: Repair link in agent/architecture-rules-mass-renamed-again.md:30: ../services/game-server/integrations/diagnostic-aggregator-hosting-mass-renamed.md -> ../services/game-server/integrations/diagnostic-aggregator-hosting-mass-renamed-again.md
